comment,n_star,date_time,label,positive_count,neutral_count,negative_count
mọi thứ xài khá ổn pin tuột nhanh kinh khủng xài tuột 100 chực 5p còn 95 ý game,1,8/2/2020,Neutral,1,0,1
thấy mọi người đánh giá lỗi phần mềm bạn mua máy phần mềm cập nhật mình mua máy một tháng dùng ổn một lỗi nào xiaomi update phần mềm fix lỗi hết bạn yên tâm mua nhé,5,29/07/2020,Positive,2,0,0
dùng tạm camera quá tệ phần mềm cài ứng dụng mặc định vinid mua sắmquá mua điện thoại dùng cá nhân mua điện thoại vinmart quảng cáo giá rẻ đáng bỏ tiền mua,1,7/1/2020,Negative,0,1,4
máy mượt pin trâu xạc pin nó ấm vậy nguy hiểm admin ngoài tốt,5,24/03/2020,Positive,2,1,0
em hỏi máy mua một năm rồi dạo gần pin hay tụt nhanh lắmgiúp em cách khác phục,5,20/07/2020,Negative,0,0,1
sản phẩm xài tốt 2 tháng thấy lỗi nào xài tốt chơi pubg call ò duty mobile max seettings không gật lag nào hết,5,21/10/2019,Positive,2,0,0
pin sạc 3 tiếng 15 100 pin trâu camera chụp hình khá đẹp trong kiện sáng tốt chế độ chụp cảnh buổi tối khá tốt cảm biến vân tay nhạy thao tác xem phim nghe nhạc lướt web mượt quay phim chống rung tốt loa đủ nghe ấm màn hình hiển nét mình không biết rổ hay đánh giá 2 ngày mình sử dụng điện thoại tốt trong tầm giá 3 triệu đòi hỏi về game hay thao tác nặng hơn,5,18/03/2020,Positive,5,1,0
good máy dùng mượt pin hơi kém tí nói chung ổn nhân viên nhiệt tình thanks thế giới di động,5,2/11/2019,Positive,3,0,1
quá thất vọng mời mua 2 ngày xài cảm giác quá tệ luôn thua cả con j7pro mua năm 2017 pin nhanh hết zalo Facebook thôi xài 1 buổi bình thường hết 50 pin còn bắt sóng wifi 3g kém chat zalo nhận tin hoặc lâu mới nhận còn kiểu dáng camera tốc độ ổn đề nghị samsung xem,2,3/1/2020,Neutral,3,0,3
sản phẩm tốt chơi game tốt pin trâu tội ứng dụng máy dính quảng cáo quá trong phần cài đặt quảng cáo Google chèn,5,28/02/2020,Positive,2,1,0
sai lầm mua đt ghê ă nghe nhân viên tư vấn xoq mua lun về xem cấu hình mới thấy chán tầm giá màn hình mức hoạt động sử sụng chip yếu chơi game giật liên tục,2,29/03/2020,Negative,0,1,3
mình mới mua điện 3 goodbye màu tím mức giá thế bạn mua một bản thân chơi game mượt loa tốt wifi ổn tác vụ bình thường ổn,5,27/06/2020,Positive,3,0,0
thiết kế đẹp giá thành chất lượng cực ổn mình đi đủ lịch cầm con selfie ưng ý,5,16/12/2019,Positive,3,1,0
sao mình sài đc 1 tháng hư lỗ cắm tai nghe gọi người khác màn hình tắt,3,12/6/2020,Negative,0,1,1
mua máy được 1 tuần đối 6 triệu máy quá ổn mọi thứ hoạt động mượt đặc biệt pin trâu xài 2 ngày mới sạc pin mình dùng toàn 3g không dùng wifi ít chơi game facebook zalo youtube thỉnh thoảng xem phim đến tối muốn hết pin sạc không hết được xứng đáng số tiền bỏ,5,9/4/2020,Positive,4,0,0
điện thoại tin nhắn tới lâu nghe nó rè âm thâm tin nhắn đè nén đi,4,22/06/2020,Negative,0,0,1
ứng dụng văn phòng chán đặc biệt người sử dunbj email làm mình còn chơi game với lướt web chấp nhận đc pin khoẻ,3,25/05/2020,Neutral,1,0,1
hên ghê mua em giảm 700k giá ưu đãi 2 triệu990 mua 2 ốp lưng giá 90kthêm khách hàng thân thiết giảm thêm 150k tậu luôn tai phone nói thấy máy chạy mượt sao bạn chê mình chơi game quá ổn nhân viên nhiệt tìnhvui vẻ,5,17/08/2020,Positive,4,0,0
mới mua cách đay mấy ngày thật tệ load hình quá chậm nhảy màn hinhloa nghe nhạc nhỏ,1,3/4/2020,Negative,0,0,3
máy dùng tạm dùng quen Iphone sáng máy không ưng về cảm ứng chất lượng video xem gây nhức mắt pin khoẻ dùng cả buổi sáng hết 8,3,10/12/2019,Negative,1,1,2
đánh giá 1 năm sử dụng chơi game cực pin trâusạc nhanhhiệu năng tốt chụp ảnh ở mức bình thường đủ dùng làm không dùng sống ảo hay chụp chuyên nghiệp update phần mềm thường xuyên nhược điểm lớn nhất phần thiết kế camera lồi quá xước màn hình siêu bền gorillas 3 ghét nhất ở máy wifi hay lag kết đáng mua trong tầm giá,4,20/06/2020,Positive,4,2,2
sóng sánh kém lắmgiữa đất thị trấn đc 23 vạch wifi phòng trong cách khoảng 5m bắt đc 3 vạch gửi đi hãng thẩm định pin đêm tắt hết ứng dụngmạng sáng dậy tụt 12 chơi liên quân đôi khựng chútđc màn nét,2,3/7/2020,Negative,1,0,3
mọi thứ ổn trừ đánh thức cảm ứng màn hình sài nút bấm nguồn,3,16/07/2020,Neutral,1,0,1
huawei p30 lite sở hữu màn hình 615 inch độ phân giải full hoạt động phần notch kiểu giọt nước tích hợp chip kirin 710 viên pin dung lượng 3240 mah hỗ trợ sạc nhanh 18w trang cụm 3 camera 20 16 2 mp3,4,19/03/2019,Neutral,0,6,0
ổn tất tội loa hơi nhỏ 1 tí màn hình xem phim không mỏi mắt hình ảnh không mượt lắm còn chíp antutu đc 288k điểm mạnh hơn hẳn 730g,4,19/02/2020,Neutral,2,0,2
mình cảm thấy oppo không mượt quảng cáo máy mình sử dụng lỗi ứng dụng 15 ngày đổi máy khác chụp hình mặt sưng không đẹp không đáng bỏ gần 13 triệu,5,20/06/2020,Negative,0,0,4
tôi thích sản phẩm tâm già 8990 khó còn nào nó vẻ ngoài hình lẫn chức năng,5,8/4/2020,Positive,2,1,0
pin tuột hơi nhanh đấy lướt Facebook bật tiết kiệm pin 10p 90 còn 84 cảm biến vâng tay tạm thôi chụp hình đẹp không hài lòng về pin con thôi bù sạc nhanh đỡ,4,3/2/2020,Neutral,1,2,0
cảm nhận mình sử dụng a70 thật quá tốt mình sợ lỗi nó tham khảm ý kiến mua thật chê trách pin trâu màn đẹp xem phim chơi game thích đặc biệt viền bezel máy mỏng anh em nào còn lăng tăng hay tham khảm mình nói thật mua trải nghiệm mới biết máy thế nào đâu một máy lỗi tất cả lỗi đâu riêng mình đánh giá em tốt tầm tiền bỏ nhé,5,3/7/2019,Positive,4,1,0
máy ổn hơi thất vọng về pin tấm dán màn zin dùng tấm dán film cảm giác không mượt thái độ phục vụ tốt 4,4,13/06/2020,Negative,1,1,1
máy mới nghe gọi to rõ ổn nhân viên tgdd nhiệt tình thích máy tuy nghệ gọi đủ chức năng nghe nhạc to khá hay,5,10/8/2020,Positive,2,0,0
máy dùng ổn pin trâu nhân viên tư vấn nhiệt tình chất lượng đúng giá thành,4,12/8/2020,Positive,3,1,0
quá ngon mọi người ơi ủng hộ bác vượng đi nào vậy pin trâu mượt tính năng thú vị đặc biệt trả lời tin nhắn nhanh wp 10,5,19/02/2020,Positive,4,0,0
dùng 3 ngày mọi trải nghiệm tuyệt vời pin ổn màn hình tốt hề xấu hay rổ duy nhất khoảng chụp ảnh xóa phông vật thể làm tốt chắc thiếu camera tele,4,4/11/2019,Positive,3,0,1
điện thoại mọi thứ ổn cảm biến vân tay pin hơi tệ giá,4,20/11/2019,Negative,1,0,2
mới mua hơn 1 tháng màn hình lỗi 1 chấm xanh màn hình cảm ứng hơi đơ loa hơi rè mình đến điện máy xanh bảo hành màn hìnhquá buồn một giá cao đổi không hài lòng cảm thấy hối hận mua máy,1,25/11/2019,Negative,0,0,4
máy lỗi kết nối bluetooth đổi máy mới tình trạng kết nối chập chờn bao giờ sài samsung không hài lòng bây giờ,3,17/01/2020,Negative,0,0,2
điện thoại khá tốt pin trâu khá mượt bắt wifi cực tốt thỉnh thoảng máy đơ thoát máy không cập nhật miul 12,4,8/7/2020,Positive,3,1,0
nghe bảo điện thoại chơi game nóng mua về chiến liên quân 3 4h liên tục thấy ấm nóng lời đồn thứ khác vũng chẳng nói quá ngon,5,4/3/2020,Positive,1,1,0
1 máy chơi game lướt web ít sử dụng giữ pin cao nhất khoảng 1 ngày 16 tiếng tính luôn cả ngủ nhé ngủ chẳng động tới 2 ngày mọi người nói đâu 2 nhạc nghe cà giật cà giật khó chịu luôn 3 quay video mờ chán còn okie,3,3/12/2019,Negative,1,1,2
nói chung khá ổn mức giá nhược điểm selfie 80 50 không lấy đc nét chuẩn con a5s,3,14/07/2020,Negative,1,1,1
cam ứng pin hơi mau hết sac nhanh biêt mai mốt câp nhật nó hết,3,14/08/2020,Negative,0,1,1
mọi người suy nghĩ kỹ mua thứ nhất bắt sóng yếu thứ hai camera lâu lỗi chơi game giật lát ram đa phần ram ảo áo mọi người nói đâu mua mọi người test cửa hàng thế giới di động chất lượng mình mong muốn hãy mua,2,18/07/2020,Negative,0,0,3
chơi game ở mức ổn định cấu hình trung bình lâu lag pin xài lâu sạc pin nhanh giá 8 triệu ổn,4,20/02/2020,Neutral,1,3,0
sản phẩm thiết kế đẹp giá chính hãng bảo hành tốt pin dùng cả ngày đi làm không hết chụp ảnh đẹp tuyệt vời,5,7/9/2018,Positive,4,1,0
không biết bản cập nhập lỗi hay không ngày xài thấy lag điện thoại hôm nay nhắn tin messenger còn lag soạn tin xog chữ điều kiện đánh xog bỏ sô tiền cao mua sản phẩm thấy thất vọng quá,2,1/6/2020,Negative,0,0,3
hai buồn máy không ý mua 1 tuần pin không trâu vân tay không nhạy tuy khóa màn hình sơ hở tắt khóa loạn cảm ứng gọi lung tung hết tiền phiền haizz sai làm mua con nhân viên tgdd vui vẻ nhiệt tình chê máy không chê thái độ phục vụ,1,25/12/2019,Negative,1,0,3
sao em mới mua ma tụt pin nhanh vạy sắc pin nhanh pin không trâu gì het xài đc 30 tụt 10phan trăm pin roi,1,8/2/2020,Negative,0,0,1
loa ngoài lâu rè biết phần mềm hay phần cứng tắt màn hình mở hết,3,2/2/2020,Negative,0,0,1
cảm nhận sử dụng 5 tháng máy ổn tốt pin lâu cấu hình chơi game ổn 1 camera không đc tốt xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,5,14/08/2020,Positive,3,0,1
mới đầu sử dụng thi ổn cảm ứng chạm giật lác treo máy thường xuyên gọi zalo ma treo máy nghĩ chán,1,18/03/2020,Negative,0,0,3
máy đẹp màn to tràn mượt trâu nhân viên nhiệt tình vó quà tặng galaxy đi ăn lòi mảng họng 4 sao máy mua phụ huynh,4,28/12/2019,Positive,5,0,0
minh dung con note lỗi phần chân sac pinnó tích hợp quá ứng dụng công năng thế thời tiết ẩm ướt không sạc pinmới mua máy vài hôm sạc pin hỏi ttbh ssnó trả lời lỗi rõ người dùng dính nước tư vấn mình thay cụm chân sạc nếư đồng ý thanh toán hơn 1 triệu,1,10/4/2020,Negative,0,0,1
note 8 pro trừ sài 3g chơi game lag kinh khủng còn ổn hết pin trâu,3,27/10/2019,Positive,2,1,1
camera quá kém48 chấm không bằng 16 chấm samsungcòn mọi thứ tốttạm chấp nhận giá tiền đấy,4,19/07/2019,Negative,1,1,1
mình dùng 7 tháng đánh giá khá mượt chơi game ổn chức năng rung báo cuộc gọi bé đút túi quần không phát hiện đôi lỗi cuộc gọi nghe thấy đầu dây kia nói khởi động tắt chức năng báo tin nhắn zalo mình tìm khá cách đk,2,20/06/2020,Neutral,1,0,1
xài một tháng mượt sạc nhanh pin trâu chụp ảnh tạm ổn chơi game kiểu kilogram nóng nhétóm vô đối trong tầm giá,5,29/11/2019,Positive,3,2,0
cammera chụp tỷ lệ 11 hoặc 34 bức ảnh khá ổn cấu hình chạy ổn mượt chơi game hơi nóng máy,5,29/10/2019,Neutral,0,2,0
giờ mấy biết ai xài con máy vismart hay realme wifi yếu tắt dịch vụ vị trí nhé bật max mạnh,5,5/5/2020,Neutral,0,2,0
máy dùng tốt ổn định không lỗi chơi game mượt ổn định nóng máy nói chung ai chơi game mua máy camera ổn pin trâu sạc nhanh nhân viên bán nhiệt tình,5,15/07/2020,Positive,5,0,0
mình mua con a9 dùng 10tháng nói chung ổn thấy lỗi mình ít chơi game,4,28/07/2020,Positive,1,0,0
mình mua thật mượt lắm camera đẹp cả góc rộng mình mua bản màu xanh đối với con chip exynos 9611 nhà samsung ổn pin 4000 mah mình xài xuyên suốt gần 2 ngày,5,23/03/2020,Positive,3,1,0
về cấu hình quá tốt tầm giá nàynhưng điểm trừ ở kiểu dáng kém mạnh mẽnếu apple làm gốc cạnh iphone 5 sẽ quá đẹp rồihơi tiếc,4,8/7/2020,Negative,1,1,1
mới mua hồi tối mình cảm thấy sản phẩm hình đẹp game mượt pin ổn bắt song 4g hơi kém dù mình ở thành phố,5,5/8/2020,Positive,3,0,1
pin tệ luôn xài kiểm tra không ứng dụng ngầm tới chiều còn 20 uổng phí mua nhân viên tư vấn nói xài lâu lắm xem cách tư vấn người mua hàng đừng nói dối bán hàng gì nghỉ đến quyền lợi người tiêu dùng,1,2/11/2019,Negative,0,0,3
máy mọi thứ tốt đáng tiền lưu ý anh em dùng thay cục sạc nhẹ hơn đỡ nóng máy trai pin nhé sạc nhanh 30w nóng lắm hãng nào cả,5,22/05/2020,Positive,1,1,0
máy tốt mở khóa khuôn mặt hơi lâu đợi khoảng mấy giây chơi liên quân dung lượng pin 4030 mah 1 ngày không ngày thứ hai camera tạm,4,16/09/2019,Neutral,0,3,1
tui mua ở thế giới di động tới 1 triệu4 sao giờ rẽ thếtui mua về máy yếu quá muốn đập thật pin cùi quá,2,21/05/2020,Negative,0,0,3
máy xài khỏi chê cảm ứng vân tay nhạy bấm mấy lần mới,4,14/09/2019,Neutral,1,0,1
tệ bỏ gần 10 triệu nhận màn hình lỗi cảm ứng đa điểm chơi liên quân quá tệ quá tệ ức chế,1,7/5/2019,Negative,0,1,2
thật máy mượt mạnh camera đẹp nét màn hình hiển thị đẹp pin không trâu lắm,5,4/5/2019,Positive,3,0,1
sản phẩm mớithiết kế đẹp mắt pin bao trâumực dù không sạc nhanh vô pin mau,5,22/05/2020,Positive,2,0,0
mua test mấy game nặng thấy ổn cảm biến vân tay không đc nhạy lắm,5,22/06/2019,Negative,0,1,1
máy xài khá ổn bắt wifi quá tệ không dùng quá lag vân tay quá tệ nhận diện khuôn mặt ổn không hài lòng về bắt sóng wifi,2,10/8/2019,Positive,1,1,0
tuyệt vời vsmart joy 3 pin trâu kinh khủng khiếp thiết kế màn hình 6t inch đẹp,5,19/02/2020,Positive,3,0,0
pin trâu game mượt cấu hình ổn hiệu năng tuyệt vời camera đủ chức năng khá ổn trong tầm giá mua vivo hơn oppo realme phân khúc,5,8/8/2020,Positive,5,1,0
mình mua ở tgdd đc vài ngày nhân viên tư vấn nhiệt tình chu đáo còn máy dùng pin hơi tụt nhanh một chút dùng tạm chấp nhận đc còn mọi thứ thấy ổn,4,24/06/2019,Positive,2,1,0
sefie màu đã vàng khè nút ứng dụng mờ không sắc nét tầm giá thất vọng quá mới mua hom thực muốn đổi không biết sao,3,2/10/2019,Negative,0,1,3
máy tiện lợi người lớn tuổi mua ông nội 1 máy trang thêm viên lớn tuyệt vời,5,11/9/2019,Neutral,0,1,0
máy sài mượt chụp đêm ảnh thu sáng tốt tiếc kiện hốt em s20 ultra ngon,5,7/3/2020,Positive,2,0,0
máy bắt mạng kém quá đôi chơi game đơ bực mình thất bỏ gần 5 triệu mua con máy quá thất vọng,1,16/07/2020,Negative,0,1,2
mới mua 7 ngày sạc 3 lần 8 tiếng 1 lần sạc thường không chơi game mạng đọc tin tức pin còn 98 nạn ghê,4,3/4/2020,Negative,0,0,1
mới mua 5 ngày mọi thứ tạm ổn quá thất vọng về pin mag tiếng dung lượng pin 5000 xài hụt pin hơn cả oppo f11 4000mah yên 1 ngày 10t không đụng vô không bật bất kỳ ứng dụng hay chương trình nào tụt hơn 10 sao,3,6/8/2020,Negative,0,1,1
nhận máy m7 hôm nay đc 5 hôm máy lỗi đen màn gọi rung nhấn rung làm không sáng màn lần đầu mình tự khởi động lần 2 gọi tổng đài bảo retore cài đặt gốc lần 3 gọi tổng đài bảo mang quán nhân viên vọc tí khởi động bảo máy bình thường không đổi mình tin tưởng tgdd hay mua hàng ở nghĩ bây giờ kiểu tốt ai dè lần thất vọng vô,1,13/04/2020,Negative,0,0,2
máy mua sử dụng bình thường còn ai mua chiến game đừng mua chơi pubg dùng gyroscop nó chậm khoảng 05 giây ghìm tay giật phát không độ ổn định mới mua xong về bán mất 20 giá trị ban đầu đừng ai mua chơi game chọn mua dòng xiaomi chất nhất,3,18/04/2020,Negative,0,0,1
dùng máy tốt hệ hành mượt camera đẹp chụp tốt pin khỏe 1 ngày dùng mới sac,5,16/08/2018,Positive,4,0,0
mọi thứ ổn làm tốtchỉ chơi pubg ngắm kéo mãi đéo chịu đi loạn cmn cảm ứng chán,2,24/05/2019,Neutral,1,0,1
thấy bác chê quáchứ em sài thấy ổn pin trâu sài cã ngày vivu wifi 3g ổn cã nhận diện khuôn mặt hơi chậm vân tay củng không nhạy lắm ngoài thấy tất cã ổn trong tầm tiền bỏ,5,10/7/2020,Positive,2,2,0
vsmart active 3 ổn giá cả tốt chúc tập đoàn vingroup ngày vương cao sản xuất sản phẩm thông minh hơn,5,24/02/2020,Positive,3,0,0
sản phẩm ngon lành trong tầm giámua phụ huynh dùng thíchmáy nhanhpin trâusóng điện thoại tốt,5,17/02/2020,Positive,4,1,0
mua máy được 4 hôm rồi tất ổn chiến game tốt pubg liên quân bản cập nhật mới chơi tốt pin ổn thể xài đc cả ngày tuy nhiên chiến game tốt facebook lướt tý dấu hiệu hơi khựng đi kéo trang xuống còn ứng dụng khác tốt vẽ facebook được tối ưu kĩ hay sao ấy,4,18/07/2019,Positive,2,1,0
biết ai giống em cam cấn nhẹ nứt một đường ạ thiết nghĩ mua ốp lưng bảo vệ cụm cam hoặc dán cường lực còn mọi thứ tốt trong tầm giá nhân viên bán hàng nhiệt tình,4,6/4/2020,Positive,2,1,1
thiết kế đẹp chụp hình rõ sắc nét cảm ứng mượt pin dùng 2 ngày phù hợp tầm giá,5,8/6/2020,Positive,4,2,0
máy xài ổn định pin xài hơn 1 ngày mới hết mạng mẽo ổn tội cuộc gọi mất data,5,5/5/2020,Positive,2,1,0
mua sản phẩm đẹp ưng ý thích không hối tiếc mua sản phẩm tuyệt vời giá màu xanh tôi mua thêm,5,17/12/2019,Positive,2,0,0
pin 4500 tụt quá nhanh lướt mất 1 đêm còn hơn hỏi nhân viên kêu cắm sạc đêm hết vân tay nhận diện khá chậm còn ổnko biết 10 lite không,2,29/03/2020,Negative,1,0,2
máy mượt bắt sóng kémsạc pin nóngpin hao nhanh mới mua mấy ngày giá giảm rồimất 500k,4,29/02/2020,Negative,1,0,3
mua gần tháng cảm thấy hài lòng pin trâu chơi liên quân bằng 3g liên tục đk 67 tiếng còn gần 40 pin máy đẹp sạc 30 100 gần 2 tiếng đầy nhân viên chu đáo nhiệt tình,5,13/02/2020,Positive,4,0,0
sản phẩm ổn tội vân tay nhận nhân viên nhiệt tình pin trâu cả đêm tụt 1,4,8/7/2020,Positive,3,0,1
máy kém quá kém quay video gọi video máy nóng than nhanh hết pin chon không bao giờ chọn hàng samsung,1,21/05/2020,Negative,0,0,4
